Independent Variables,Dependent Variable,RMSE,R2,Adj R2,Cross Validation RMSE
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Log,0.46809750268485095,0.44689274575965476,0.44116953692050853,0.47036246481705196
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.269779324204523,0.5011836681448556,0.49602222790393025,6.160861058183654
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7372830632526283,0.561531153180395,0.5569941510699187,0.713452656768073
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4582601138558869,0.49324075529864275,0.48799712675036555,0.4410400332609292
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.89999262583335,0.5556082111146835,0.5510099220944364,5.941086704303761
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7123577324405844,0.5923597467752532,0.5881417397204516,0.6932085834920897
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.47058121324063995,0.49384854433580827,0.4886112048093495,0.43862653305824867
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.019345619890239,0.547495165384182,0.542812927627625,5.963405442612268
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7156022451431596,0.5771530852565492,0.5727777291542517,0.6932244943014434
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.44999991927344807,0.5049071045715243,0.49978419212806635,0.43654382027607735
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita,6.394413205143159,0.47939729672966014,0.4740104247076463,6.489340517227691
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.8060047963842706,0.4637642980768565,0.45821566553663184,0.7663187832653569
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Log,0.48584602158772766,0.4432907685108518,0.43753028865804466,0.47477190452609497
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.243137617495735,0.5166190471130349,0.5116173225450988,6.041161159833949
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6942470291123956,0.5757651646443065,0.5713754472052971,0.705662654890723
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4503081239324965,0.5122064996311102,0.5071591167743736,0.4448605091954126
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.7200586388412695,0.5614073306801612,0.5568690473316928,5.967393041431239
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6760714457999355,0.5758638775402074,0.5714751815206678,0.7002257870958299
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4590448748952853,0.5024761950809323,0.4973281291024645,0.44116682110046374
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.943378104509513,0.5573422218541442,0.5527618752953548,5.980999484673957
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6921345338437384,0.6119680412731143,0.6079529286181429,0.7014136372288615
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4722727821482302,0.4794109967371385,0.474024266474256,0.4407045758187822
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.503076580127612,0.5051588872458137,0.5000385800924074,6.121141543447472
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7171337727227615,0.5684003718141988,0.5639344480931336,0.7013371065782935
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.45882445253965704,0.4848020215069009,0.47947107420542023,0.43964642763887857
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita,6.258303896637119,0.4755883049809997,0.47016201988841577,6.484988776656874
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7757915657279636,0.4948557824486074,0.48962886519382576,0.7607170812862168
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Log,0.4757544092079699,0.4344632202415164,0.4286113984258336,0.46957434982878254
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.594043147203224,0.5116709701403914,0.5066180459585476,6.048871638657628
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7380554641756378,0.5474016404186486,0.5427184349240892,0.7027509210453114
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4488496366705333,0.5066175464215726,0.5015123325634071,0.44134577361862953
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.866979022044003,0.5672757106727337,0.5627981496597392,5.9060533554852075
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7103685133208453,0.583885460949406,0.5795797672711294,0.6931994882563146
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.44584848613071915,0.5023454089528803,0.49719598968114354,0.4387421738248404
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.154035972539745,0.5563181546919962,0.5517272117250249,5.916610028368064
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7195067308390733,0.5681440138795986,0.563675437526542,0.6935503756369757
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.44544193805198745,0.5165019553588046,0.5114990191984374,0.4388554190824688
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.951527564364358,0.5404127853822913,0.5356572635754562,5.922015032098125
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7134071079709778,0.5879309398875403,0.5836671063017499,0.6901944539549959
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.41379418888580827,0.5318567093206616,0.5270126545760121,0.4369599731562607
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.357904685234216,0.5456615062381871,0.5409602949206221,5.941404126586498
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7111751585197195,0.5641165868516815,0.5596063371960448,0.6978954106659876
"['Year', 'Bottle Volume (ml)', 'State Bottle Cost', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4412995158723883,0.5257871814763615,0.5208803230437444,0.4403708596799759
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita,6.312017146178142,0.45188277879997185,0.4462112037099494,6.50374916778789
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7885653313463363,0.48900417845248667,0.48371671244977765,0.76396842508172
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Log,0.46404886502018045,0.4564620007271136,0.4508378085690793,0.4702440689884374
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.302713327155974,0.5232353477503726,0.5183020845341902,6.022301862150581
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6972142518931882,0.5833779272821962,0.5790669819621301,0.7063675041899902
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4460318609567051,0.5008068182127259,0.4956414785637815,0.4401542727310339
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.050275725476952,0.5425822591571909,0.537849185711663,5.901763092030587
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7058386265989908,0.5906269309724614,0.5863909938206613,0.6936781401988036
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4401421442150005,0.5221803462400227,0.5172361665263201,0.4380486363068091
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.018745017791034,0.566479550257827,0.561993751073503,5.91510006553541
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6858742250110477,0.5741138514863795,0.5697070472888993,0.6921506064409957
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.45226460688802916,0.511434590118435,0.5063792200235777,0.43810914168668036
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.628844926382887,0.5753201223730069,0.570925799914191,5.939107843644405
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6886513166085453,0.5933024521622232,0.5890941996347074,0.6905802819954723
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4357984030844519,0.528536107930442,0.5236576936739943,0.435902668872847
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.925026799589789,0.5452619325093067,0.540556586652049,5.913347230155765
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6907747835897355,0.5862639100265675,0.5819828270556673,0.6981457274033434
"['Year', 'Bottle Volume (ml)', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.44407002873902096,0.5181502413135635,0.5131643605880571,0.4409689846384093
"['Year', 'Bottle Volume (ml)', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.2431300181144,0.5288882008862075,0.5240134298680308,6.035471245470893
"['Year', 'Bottle Volume (ml)', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6839128898460745,0.5915382325211384,0.587311724949295,0.6953155491018561
"['Year', 'Bottle Volume (ml)', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.40284208057750504,0.556582926186101,0.5519947229093866,0.4374436549999885
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita,6.420946618462048,0.4550737603317172,0.4494352035280542,6.494479916404944
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7599569560162668,0.4926623371091946,0.4874127234503097,0.7610616014058011
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Log,0.47104599855537393,0.42419093043362166,0.4182328173708506,0.4727237230169658
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.361410106576056,0.5207883050848676,0.5158297213976453,6.048661576448654
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7114506257679507,0.5817929171686054,0.5774655711526117,0.7046574900898018
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4466511658766279,0.51643105550548,0.5114273857176579,0.4421215600574172
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.16001010001996,0.5425493150624674,0.5378159007319978,5.940893770194533
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7104081315887297,0.5758070798446234,0.5714177961179603,0.6936622198248849
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.43796598484109567,0.518315108033479,0.5133309332459467,0.4389234743928002
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.139441671027771,0.5489000726707525,0.5442323720184173,5.9538876200371025
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6925745344413031,0.6027848304254957,0.5986746956331506,0.6937835057597951
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.42443028746151984,0.5324583048302106,0.5276204750206193,0.4383557264258681
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.087013002556791,0.5035750852160863,0.49843838986725053,6.010248709108871
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6841146781354293,0.5769507822265674,0.5725733328187121,0.6953503978964732
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.4378556002695278,0.5342500754043042,0.529430785718909,0.436746416636725
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.495026025649993,0.46958673969430964,0.46409835414790934,6.216793627616211
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6791120135910802,0.5918028081415876,0.5875790382332227,0.697725315972467
"['Year', 'State Bottle Cost', 'State Bottle Retail', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.45399551210642053,0.5025839087372487,0.4974369573125047,0.4402085031740369
"['Year', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.079508558601638,0.5532581314105192,0.5486355252314705,5.912557366365182
"['Year', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.713992376186429,0.5448008401876234,0.5400907232346499,0.7000224138161235
"['Year', 'State Bottle Cost', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.45405843792345235,0.48379375261458346,0.47845237237556215,0.437052352253047
"['Year', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,6.118888141959587,0.4956769892720757,0.4904585693532354,6.062347072022606
"['Year', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.6918383676201826,0.5724949456746589,0.5680713900497107,0.6910520472136366
"['Year', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)', 'Wages Per Capita', 'Average Emp Per Capita']",Sale (Dollars) Per Capita - Log,0.41009482017194804,0.5406053165849591,0.5358517869709085,0.43826590986484176
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)']",Sale (Dollars) Per Capita,7.531021317400633,0.31925190419866345,0.31372961138611577,7.2826510859397375
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)']",Sale (Dollars) Per Capita - Sqrt,0.9153506504290958,0.3093930175962092,0.30379074856490995,0.895017378432543
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Volume Sold (Gallons)']",Sale (Dollars) Per Capita - Log,0.5419027896019376,0.28075760404609273,0.2749230418370271,0.5394769821161665
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita']",Sale (Dollars) Per Capita,6.8720559177857155,0.45393278132549,0.4495030325014342,6.467202151755129
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Sqrt,0.7328660557961566,0.5152820160847671,0.5113499380441568,0.7540611594752569
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Wages Per Capita']",Sale (Dollars) Per Capita - Log,0.4627752596347314,0.475193741190722,0.47093646328002725,0.4660065524310097
"['Quarter', 'Bottle Volume (ml)', 'State Bottle Cost', 'State Bottle Retail', 'Bottles Sold', 'Sale (Dollars)', 'Volume Sold (Liters)', 'Average Emp Per Capita']",Sale (Dollars) Per Capita,5.743267909616557,0.5338633169431388,0.5300819721690788,5.991524294634404
